"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"TUR","LIFEEXP","MEN","YR","A","1978",55,
"TUR","LIFEEXP","MEN","YR","A","1979",55.4,
"TUR","LIFEEXP","MEN","YR","A","1980",55.8,
"TUR","LIFEEXP","MEN","YR","A","1981",56.3,
"TUR","LIFEEXP","MEN","YR","A","1982",56.7,
"TUR","LIFEEXP","MEN","YR","A","1983",57.5,
"TUR","LIFEEXP","MEN","YR","A","1984",58.6,
"TUR","LIFEEXP","MEN","YR","A","1985",59.8,
"TUR","LIFEEXP","MEN","YR","A","1986",60.9,
"TUR","LIFEEXP","MEN","YR","A","1987",62.1,
"TUR","LIFEEXP","MEN","YR","A","1988",62.9,
"TUR","LIFEEXP","MEN","YR","A","1989",63.4,
"TUR","LIFEEXP","MEN","YR","A","1990",65.4,"B"
"TUR","LIFEEXP","MEN","YR","A","1991",65.7,
"TUR","LIFEEXP","MEN","YR","A","1992",66.1,
"TUR","LIFEEXP","MEN","YR","A","1993",66.4,
"TUR","LIFEEXP","MEN","YR","A","1994",66.8,
"TUR","LIFEEXP","MEN","YR","A","1995",67.2,
"TUR","LIFEEXP","MEN","YR","A","1996",67.6,
"TUR","LIFEEXP","MEN","YR","A","1997",68,
"TUR","LIFEEXP","MEN","YR","A","1998",68.3,
"TUR","LIFEEXP","MEN","YR","A","1999",68.6,
"TUR","LIFEEXP","MEN","YR","A","2000",69,
"TUR","LIFEEXP","MEN","YR","A","2001",69.4,
"TUR","LIFEEXP","MEN","YR","A","2002",69.8,
"TUR","LIFEEXP","MEN","YR","A","2003",70.2,
"TUR","LIFEEXP","MEN","YR","A","2004",70.6,
"TUR","LIFEEXP","MEN","YR","A","2005",71,
"TUR","LIFEEXP","MEN","YR","A","2006",71.2,
"TUR","LIFEEXP","MEN","YR","A","2007",71.4,
"TUR","LIFEEXP","MEN","YR","A","2008",71.5,
"TUR","LIFEEXP","MEN","YR","A","2009",71.7,
"TUR","LIFEEXP","MEN","YR","A","2010",71.8,
"TUR","LIFEEXP","MEN","YR","A","2011",72,
"TUR","LIFEEXP","MEN","YR","A","2012",72,
"TUR","LIFEEXP","MEN","YR","A","2013",75.3,"B"
"TUR","LIFEEXP","MEN","YR","A","2014",75.3,
"TUR","LIFEEXP","MEN","YR","A","2015",75.3,
"TUR","LIFEEXP","MEN","YR","A","2016",75.3,
"TUR","LIFEEXP","MEN","YR","A","2017",75.3,
"GBR","LIFEEXP","MEN","YR","A","1960",67.9,
"GBR","LIFEEXP","MEN","YR","A","1961",67.8,
"GBR","LIFEEXP","MEN","YR","A","1970",68.7,
"GBR","LIFEEXP","MEN","YR","A","1971",68.8,
"GBR","LIFEEXP","MEN","YR","A","1980",70.2,
"GBR","LIFEEXP","MEN","YR","A","1981",70.8,
"GBR","LIFEEXP","MEN","YR","A","1982",71.1,
"GBR","LIFEEXP","MEN","YR","A","1983",71.3,
"GBR","LIFEEXP","MEN","YR","A","1984",71.6,
"GBR","LIFEEXP","MEN","YR","A","1985",71.7,
"GBR","LIFEEXP","MEN","YR","A","1986",71.9,
"GBR","LIFEEXP","MEN","YR","A","1987",72.3,
"GBR","LIFEEXP","MEN","YR","A","1988",72.4,
"GBR","LIFEEXP","MEN","YR","A","1989",72.6,
"GBR","LIFEEXP","MEN","YR","A","1990",72.9,
"GBR","LIFEEXP","MEN","YR","A","1991",73.1,
"GBR","LIFEEXP","MEN","YR","A","1992",73.6,
"GBR","LIFEEXP","MEN","YR","A","1993",73.5,
"GBR","LIFEEXP","MEN","YR","A","1994",74.1,
"GBR","LIFEEXP","MEN","YR","A","1995",74,
"GBR","LIFEEXP","MEN","YR","A","1996",74.3,
"GBR","LIFEEXP","MEN","YR","A","1997",74.6,
"GBR","LIFEEXP","MEN","YR","A","1998",74.8,
"GBR","LIFEEXP","MEN","YR","A","1999",75,
"GBR","LIFEEXP","MEN","YR","A","2000",75.5,
"GBR","LIFEEXP","MEN","YR","A","2001",75.8,
"GBR","LIFEEXP","MEN","YR","A","2002",76,
"GBR","LIFEEXP","MEN","YR","A","2003",76.2,
"GBR","LIFEEXP","MEN","YR","A","2004",76.8,
"GBR","LIFEEXP","MEN","YR","A","2005",77,
"GBR","LIFEEXP","MEN","YR","A","2006",77.3,
"GBR","LIFEEXP","MEN","YR","A","2007",77.6,
"GBR","LIFEEXP","MEN","YR","A","2008",77.7,
"GBR","LIFEEXP","MEN","YR","A","2009",78.3,
"GBR","LIFEEXP","MEN","YR","A","2010",78.6,
"GBR","LIFEEXP","MEN","YR","A","2011",79,
"GBR","LIFEEXP","MEN","YR","A","2012",79.1,
"GBR","LIFEEXP","MEN","YR","A","2013",79.2,
"GBR","LIFEEXP","MEN","YR","A","2014",79.5,
"GBR","LIFEEXP","MEN","YR","A","2015",79.2,
"GBR","LIFEEXP","MEN","YR","A","2016",79.4,
"GBR","LIFEEXP","MEN","YR","A","2017",79.5,
"USA","LIFEEXP","MEN","YR","A","1960",66.6,
"USA","LIFEEXP","MEN","YR","A","1961",67.1,
"USA","LIFEEXP","MEN","YR","A","1962",66.9,
"USA","LIFEEXP","MEN","YR","A","1963",66.6,
"USA","LIFEEXP","MEN","YR","A","1964",66.8,
"USA","LIFEEXP","MEN","YR","A","1965",66.8,
"USA","LIFEEXP","MEN","YR","A","1966",66.7,
"USA","LIFEEXP","MEN","YR","A","1967",67,
"USA","LIFEEXP","MEN","YR","A","1968",66.6,
"USA","LIFEEXP","MEN","YR","A","1969",66.8,
"USA","LIFEEXP","MEN","YR","A","1970",67.1,
"USA","LIFEEXP","MEN","YR","A","1971",67.4,
"USA","LIFEEXP","MEN","YR","A","1972",67.4,
"USA","LIFEEXP","MEN","YR","A","1973",67.6,
"USA","LIFEEXP","MEN","YR","A","1974",68.2,
"USA","LIFEEXP","MEN","YR","A","1975",68.8,
"USA","LIFEEXP","MEN","YR","A","1976",69.1,
"USA","LIFEEXP","MEN","YR","A","1977",69.5,
"USA","LIFEEXP","MEN","YR","A","1978",69.6,
"USA","LIFEEXP","MEN","YR","A","1979",70,
"USA","LIFEEXP","MEN","YR","A","1980",70,
"USA","LIFEEXP","MEN","YR","A","1981",70.4,
"USA","LIFEEXP","MEN","YR","A","1982",70.8,
"USA","LIFEEXP","MEN","YR","A","1983",71,
"USA","LIFEEXP","MEN","YR","A","1984",71.1,
"USA","LIFEEXP","MEN","YR","A","1985",71.1,
"USA","LIFEEXP","MEN","YR","A","1986",71.2,
"USA","LIFEEXP","MEN","YR","A","1987",71.4,
"USA","LIFEEXP","MEN","YR","A","1988",71.4,
"USA","LIFEEXP","MEN","YR","A","1989",71.7,
"USA","LIFEEXP","MEN","YR","A","1990",71.8,
"USA","LIFEEXP","MEN","YR","A","1991",72,
"USA","LIFEEXP","MEN","YR","A","1992",72.3,
"USA","LIFEEXP","MEN","YR","A","1993",72.2,
"USA","LIFEEXP","MEN","YR","A","1994",72.4,
"USA","LIFEEXP","MEN","YR","A","1995",72.5,
"USA","LIFEEXP","MEN","YR","A","1996",73.1,
"USA","LIFEEXP","MEN","YR","A","1997",73.6,
"USA","LIFEEXP","MEN","YR","A","1998",73.8,
"USA","LIFEEXP","MEN","YR","A","1999",73.9,
"USA","LIFEEXP","MEN","YR","A","2000",74.1,
"USA","LIFEEXP","MEN","YR","A","2001",74.3,
"USA","LIFEEXP","MEN","YR","A","2002",74.4,
"USA","LIFEEXP","MEN","YR","A","2003",74.5,
"USA","LIFEEXP","MEN","YR","A","2004",75,
"USA","LIFEEXP","MEN","YR","A","2005",75,
"USA","LIFEEXP","MEN","YR","A","2006",75.2,
"USA","LIFEEXP","MEN","YR","A","2007",75.5,
"USA","LIFEEXP","MEN","YR","A","2008",75.6,
"USA","LIFEEXP","MEN","YR","A","2009",76,
"USA","LIFEEXP","MEN","YR","A","2010",76.2,
"USA","LIFEEXP","MEN","YR","A","2011",76.3,
"USA","LIFEEXP","MEN","YR","A","2012",76.4,
"USA","LIFEEXP","MEN","YR","A","2013",76.4,
"USA","LIFEEXP","MEN","YR","A","2014",76.5,
"USA","LIFEEXP","MEN","YR","A","2015",76.3,
"USA","LIFEEXP","MEN","YR","A","2016",76.2,
"USA","LIFEEXP","MEN","YR","A","2017",76.1,
"CHL","LIFEEXP","MEN","YR","A","1970",59.1,
"CHL","LIFEEXP","MEN","YR","A","1990",69.4,
"CHL","LIFEEXP","MEN","YR","A","1991",70.6,
"CHL","LIFEEXP","MEN","YR","A","1992",71.4,
"CHL","LIFEEXP","MEN","YR","A","1993",71.3,
"CHL","LIFEEXP","MEN","YR","A","1994",71.7,
"CHL","LIFEEXP","MEN","YR","A","1995",71.5,
"CHL","LIFEEXP","MEN","YR","A","1996",71.8,
"CHL","LIFEEXP","MEN","YR","A","1997",72.4,
"CHL","LIFEEXP","MEN","YR","A","1998",72.6,
"CHL","LIFEEXP","MEN","YR","A","1999",72.9,
"CHL","LIFEEXP","MEN","YR","A","2000",73.7,
"CHL","LIFEEXP","MEN","YR","A","2001",73.6,
"CHL","LIFEEXP","MEN","YR","A","2002",74.1,
"CHL","LIFEEXP","MEN","YR","A","2003",74.2,
"CHL","LIFEEXP","MEN","YR","A","2004",74.2,
"CHL","LIFEEXP","MEN","YR","A","2005",74.7,
"CHL","LIFEEXP","MEN","YR","A","2006",75.1,
"CHL","LIFEEXP","MEN","YR","A","2007",74.6,
"CHL","LIFEEXP","MEN","YR","A","2008",75.2,
"CHL","LIFEEXP","MEN","YR","A","2009",75.3,
"CHL","LIFEEXP","MEN","YR","A","2010",75.2,
"CHL","LIFEEXP","MEN","YR","A","2011",76,
"CHL","LIFEEXP","MEN","YR","A","2012",76.1,
"CHL","LIFEEXP","MEN","YR","A","2013",76.6,
"CHL","LIFEEXP","MEN","YR","A","2014",76.8,
"CHL","LIFEEXP","MEN","YR","A","2015",77.1,
"CHL","LIFEEXP","MEN","YR","A","2016",77.4,
"EST","LIFEEXP","MEN","YR","A","1960",64.7,
"EST","LIFEEXP","MEN","YR","A","1961",65.1,
"EST","LIFEEXP","MEN","YR","A","1962",65.6,
"EST","LIFEEXP","MEN","YR","A","1963",65.4,
"EST","LIFEEXP","MEN","YR","A","1964",66.4,
"EST","LIFEEXP","MEN","YR","A","1965",66.3,
"EST","LIFEEXP","MEN","YR","A","1966",66.3,
"EST","LIFEEXP","MEN","YR","A","1967",66.4,
"EST","LIFEEXP","MEN","YR","A","1968",65.9,
"EST","LIFEEXP","MEN","YR","A","1969",65.3,
"EST","LIFEEXP","MEN","YR","A","1970",65.5,
"EST","LIFEEXP","MEN","YR","A","1971",65.7,
"EST","LIFEEXP","MEN","YR","A","1972",65.5,
"EST","LIFEEXP","MEN","YR","A","1973",66.1,
"EST","LIFEEXP","MEN","YR","A","1974",65.9,
"EST","LIFEEXP","MEN","YR","A","1975",65,
"EST","LIFEEXP","MEN","YR","A","1976",64.6,
"EST","LIFEEXP","MEN","YR","A","1977",64.7,
"EST","LIFEEXP","MEN","YR","A","1978",64.3,
"EST","LIFEEXP","MEN","YR","A","1979",64.1,
"EST","LIFEEXP","MEN","YR","A","1980",64.2,
"EST","LIFEEXP","MEN","YR","A","1981",64.1,
"EST","LIFEEXP","MEN","YR","A","1982",64.6,
"EST","LIFEEXP","MEN","YR","A","1983",64.4,
"EST","LIFEEXP","MEN","YR","A","1984",64.6,
"EST","LIFEEXP","MEN","YR","A","1985",64.6,
"EST","LIFEEXP","MEN","YR","A","1986",66.2,
"EST","LIFEEXP","MEN","YR","A","1987",66.3,
"EST","LIFEEXP","MEN","YR","A","1988",66.5,
"EST","LIFEEXP","MEN","YR","A","1989",65.7,
"EST","LIFEEXP","MEN","YR","A","1990",64.7,
"EST","LIFEEXP","MEN","YR","A","1991",64.4,
"EST","LIFEEXP","MEN","YR","A","1992",63.4,
"EST","LIFEEXP","MEN","YR","A","1993",62.3,
"EST","LIFEEXP","MEN","YR","A","1994",60.6,
"EST","LIFEEXP","MEN","YR","A","1995",61.4,
"EST","LIFEEXP","MEN","YR","A","1996",64.2,
"EST","LIFEEXP","MEN","YR","A","1997",64.2,
"EST","LIFEEXP","MEN","YR","A","1998",63.9,
"EST","LIFEEXP","MEN","YR","A","1999",65,
"EST","LIFEEXP","MEN","YR","A","2000",65.6,
"EST","LIFEEXP","MEN","YR","A","2001",65.2,
"EST","LIFEEXP","MEN","YR","A","2002",65.6,
"EST","LIFEEXP","MEN","YR","A","2003",66.4,
"EST","LIFEEXP","MEN","YR","A","2004",66.7,
"EST","LIFEEXP","MEN","YR","A","2005",67.6,
"EST","LIFEEXP","MEN","YR","A","2006",67.6,
"EST","LIFEEXP","MEN","YR","A","2007",67.5,
"EST","LIFEEXP","MEN","YR","A","2008",68.9,
"EST","LIFEEXP","MEN","YR","A","2009",70,
"EST","LIFEEXP","MEN","YR","A","2010",70.9,
"EST","LIFEEXP","MEN","YR","A","2011",71.4,
"EST","LIFEEXP","MEN","YR","A","2012",71.4,
"EST","LIFEEXP","MEN","YR","A","2013",72.8,
"EST","LIFEEXP","MEN","YR","A","2014",72.4,
"EST","LIFEEXP","MEN","YR","A","2015",73.2,
"EST","LIFEEXP","MEN","YR","A","2016",73.3,
"EST","LIFEEXP","MEN","YR","A","2017",73.8,
"ISR","LIFEEXP","MEN","YR","A","1971",70.1,
"ISR","LIFEEXP","MEN","YR","A","1972",70.1,
"ISR","LIFEEXP","MEN","YR","A","1973",70.2,
"ISR","LIFEEXP","MEN","YR","A","1974",70.1,
"ISR","LIFEEXP","MEN","YR","A","1975",70.3,
"ISR","LIFEEXP","MEN","YR","A","1976",71.2,
"ISR","LIFEEXP","MEN","YR","A","1977",71.3,
"ISR","LIFEEXP","MEN","YR","A","1978",71.5,
"ISR","LIFEEXP","MEN","YR","A","1979",71.8,
"ISR","LIFEEXP","MEN","YR","A","1980",72.1,
"ISR","LIFEEXP","MEN","YR","A","1981",72.7,
"ISR","LIFEEXP","MEN","YR","A","1982",72.5,
"ISR","LIFEEXP","MEN","YR","A","1983",72.8,
"ISR","LIFEEXP","MEN","YR","A","1984",73.1,
"ISR","LIFEEXP","MEN","YR","A","1985",73.5,
"ISR","LIFEEXP","MEN","YR","A","1986",73.2,
"ISR","LIFEEXP","MEN","YR","A","1987",73.6,
"ISR","LIFEEXP","MEN","YR","A","1988",73.9,
"ISR","LIFEEXP","MEN","YR","A","1989",74.6,
"ISR","LIFEEXP","MEN","YR","A","1990",74.9,
"ISR","LIFEEXP","MEN","YR","A","1991",75.1,
"ISR","LIFEEXP","MEN","YR","A","1992",74.7,
"ISR","LIFEEXP","MEN","YR","A","1993",75.3,
"ISR","LIFEEXP","MEN","YR","A","1994",75.5,
"ISR","LIFEEXP","MEN","YR","A","1995",75.5,
"ISR","LIFEEXP","MEN","YR","A","1996",76.3,
"ISR","LIFEEXP","MEN","YR","A","1997",76,
"ISR","LIFEEXP","MEN","YR","A","1998",76.1,
"ISR","LIFEEXP","MEN","YR","A","1999",76.6,
"ISR","LIFEEXP","MEN","YR","A","2000",76.7,
"ISR","LIFEEXP","MEN","YR","A","2001",77.3,
"ISR","LIFEEXP","MEN","YR","A","2002",77.5,
"ISR","LIFEEXP","MEN","YR","A","2003",77.6,
"ISR","LIFEEXP","MEN","YR","A","2004",78,
"ISR","LIFEEXP","MEN","YR","A","2005",78.2,
"ISR","LIFEEXP","MEN","YR","A","2006",78.7,
"ISR","LIFEEXP","MEN","YR","A","2007",78.7,
"ISR","LIFEEXP","MEN","YR","A","2008",79,
"ISR","LIFEEXP","MEN","YR","A","2009",79.6,"B"
"ISR","LIFEEXP","MEN","YR","A","2010",79.7,
"ISR","LIFEEXP","MEN","YR","A","2011",79.9,
"ISR","LIFEEXP","MEN","YR","A","2012",79.9,
"ISR","LIFEEXP","MEN","YR","A","2013",80.3,
"ISR","LIFEEXP","MEN","YR","A","2014",80.3,
"ISR","LIFEEXP","MEN","YR","A","2015",80.1,
"ISR","LIFEEXP","MEN","YR","A","2016",80.7,
"ISR","LIFEEXP","MEN","YR","A","2017",80.6,
"SVN","LIFEEXP","MEN","YR","A","1970",65,
"SVN","LIFEEXP","MEN","YR","A","1982",67,
"SVN","LIFEEXP","MEN","YR","A","1983",66.9,
"SVN","LIFEEXP","MEN","YR","A","1984",67.3,
"SVN","LIFEEXP","MEN","YR","A","1985",67.7,
"SVN","LIFEEXP","MEN","YR","A","1986",68.4,
"SVN","LIFEEXP","MEN","YR","A","1987",68.2,
"SVN","LIFEEXP","MEN","YR","A","1988",68.9,
"SVN","LIFEEXP","MEN","YR","A","1989",69.3,
"SVN","LIFEEXP","MEN","YR","A","1990",69.8,
"SVN","LIFEEXP","MEN","YR","A","1991",69.5,
"SVN","LIFEEXP","MEN","YR","A","1992",69.6,
"SVN","LIFEEXP","MEN","YR","A","1993",69.4,
"SVN","LIFEEXP","MEN","YR","A","1994",70.1,
"SVN","LIFEEXP","MEN","YR","A","1995",70.8,
"SVN","LIFEEXP","MEN","YR","A","1996",71.1,
"SVN","LIFEEXP","MEN","YR","A","1997",71.1,
"SVN","LIFEEXP","MEN","YR","A","1998",71.3,
"SVN","LIFEEXP","MEN","YR","A","1999",71.8,
"SVN","LIFEEXP","MEN","YR","A","2000",72.2,
"SVN","LIFEEXP","MEN","YR","A","2001",72.3,
"SVN","LIFEEXP","MEN","YR","A","2002",72.6,
"SVN","LIFEEXP","MEN","YR","A","2003",72.5,
"SVN","LIFEEXP","MEN","YR","A","2004",73.5,
"SVN","LIFEEXP","MEN","YR","A","2005",73.9,
"SVN","LIFEEXP","MEN","YR","A","2006",74.5,
"SVN","LIFEEXP","MEN","YR","A","2007",74.6,
"SVN","LIFEEXP","MEN","YR","A","2008",75.5,"B"
"SVN","LIFEEXP","MEN","YR","A","2009",75.9,
"SVN","LIFEEXP","MEN","YR","A","2010",76.4,
"SVN","LIFEEXP","MEN","YR","A","2011",76.8,
"SVN","LIFEEXP","MEN","YR","A","2012",77.1,
"SVN","LIFEEXP","MEN","YR","A","2013",77.2,
"SVN","LIFEEXP","MEN","YR","A","2014",78.2,
"SVN","LIFEEXP","MEN","YR","A","2015",77.8,
"SVN","LIFEEXP","MEN","YR","A","2016",78.2,
"SVN","LIFEEXP","MEN","YR","A","2017",78.2,
"LVA","LIFEEXP","MEN","YR","A","2002",64.4,
"LVA","LIFEEXP","MEN","YR","A","2003",65.3,
"LVA","LIFEEXP","MEN","YR","A","2004",65.6,
"LVA","LIFEEXP","MEN","YR","A","2005",64.9,
"LVA","LIFEEXP","MEN","YR","A","2006",65,
"LVA","LIFEEXP","MEN","YR","A","2007",65.3,
"LVA","LIFEEXP","MEN","YR","A","2008",66.5,
"LVA","LIFEEXP","MEN","YR","A","2009",67.5,
"LVA","LIFEEXP","MEN","YR","A","2010",67.9,
"LVA","LIFEEXP","MEN","YR","A","2011",68.6,
"LVA","LIFEEXP","MEN","YR","A","2012",68.9,
"LVA","LIFEEXP","MEN","YR","A","2013",69.3,
"LVA","LIFEEXP","MEN","YR","A","2014",69.1,
"LVA","LIFEEXP","MEN","YR","A","2015",69.7,
"LVA","LIFEEXP","MEN","YR","A","2016",69.8,
"LVA","LIFEEXP","MEN","YR","A","2017",69.8,
"LTU","LIFEEXP","MEN","YR","A","1970",66.8,
"LTU","LIFEEXP","MEN","YR","A","1971",67.6,
"LTU","LIFEEXP","MEN","YR","A","1972",66.9,
"LTU","LIFEEXP","MEN","YR","A","1973",67.3,
"LTU","LIFEEXP","MEN","YR","A","1974",67.1,
"LTU","LIFEEXP","MEN","YR","A","1975",66.4,
"LTU","LIFEEXP","MEN","YR","A","1976",66.3,
"LTU","LIFEEXP","MEN","YR","A","1977",66.2,
"LTU","LIFEEXP","MEN","YR","A","1978",66,
"LTU","LIFEEXP","MEN","YR","A","1979",65.5,
"LTU","LIFEEXP","MEN","YR","A","1980",65.4,
"LTU","LIFEEXP","MEN","YR","A","1981",65.3,
"LTU","LIFEEXP","MEN","YR","A","1982",65.7,
"LTU","LIFEEXP","MEN","YR","A","1983",65.7,
"LTU","LIFEEXP","MEN","YR","A","1984",65.1,
"LTU","LIFEEXP","MEN","YR","A","1985",65.6,
"LTU","LIFEEXP","MEN","YR","A","1986",67.8,
"LTU","LIFEEXP","MEN","YR","A","1987",67.6,
"LTU","LIFEEXP","MEN","YR","A","1988",67.4,
"LTU","LIFEEXP","MEN","YR","A","1989",66.9,
"LTU","LIFEEXP","MEN","YR","A","1990",66.4,
"LTU","LIFEEXP","MEN","YR","A","1991",65.1,
"LTU","LIFEEXP","MEN","YR","A","1992",64.8,
"LTU","LIFEEXP","MEN","YR","A","1993",63.1,
"LTU","LIFEEXP","MEN","YR","A","1994",62.5,
"LTU","LIFEEXP","MEN","YR","A","1995",63.3,
"LTU","LIFEEXP","MEN","YR","A","1996",64.6,
"LTU","LIFEEXP","MEN","YR","A","1997",65.5,
"LTU","LIFEEXP","MEN","YR","A","1998",66,
"LTU","LIFEEXP","MEN","YR","A","1999",66.3,
"LTU","LIFEEXP","MEN","YR","A","2000",66.7,
"LTU","LIFEEXP","MEN","YR","A","2001",65.9,
"LTU","LIFEEXP","MEN","YR","A","2002",66.1,
"LTU","LIFEEXP","MEN","YR","A","2003",66.4,
"LTU","LIFEEXP","MEN","YR","A","2004",66.2,
"LTU","LIFEEXP","MEN","YR","A","2005",65.2,
"LTU","LIFEEXP","MEN","YR","A","2006",65,
"LTU","LIFEEXP","MEN","YR","A","2007",64.5,
"LTU","LIFEEXP","MEN","YR","A","2008",65.9,
"LTU","LIFEEXP","MEN","YR","A","2009",67.1,
"LTU","LIFEEXP","MEN","YR","A","2010",67.6,
"LTU","LIFEEXP","MEN","YR","A","2011",68.1,
"LTU","LIFEEXP","MEN","YR","A","2012",68.4,
"LTU","LIFEEXP","MEN","YR","A","2013",68.5,
"LTU","LIFEEXP","MEN","YR","A","2014",69.2,
"LTU","LIFEEXP","MEN","YR","A","2015",69.2,
"LTU","LIFEEXP","MEN","YR","A","2016",69.5,
"LTU","LIFEEXP","MEN","YR","A","2017",70.7,
